sample_idx,raw,ch1_volts
0,95,-10.312500
1,95,-10.312500
2,92,-11.250000
3,97,-9.687500
4,88,-12.500000
5,92,-11.250000
6,84,-13.750000
7,88,-12.500000
8,81,-14.687500
9,84,-13.750000
10,76,-16.250000
11,81,-14.687500
12,73,-17.187500
13,76,-16.250000
14,69,-18.437500
15,73,-17.187500
16,67,-19.062500
17,69,-18.437500
18,65,-19.687500
19,67,-19.062500
20,63,-20.312500
21,65,-19.687500
22,61,-20.937500
23,63,-20.312500
24,61,-20.937500
25,61,-20.937500
26,60,-21.250000
27,61,-20.937500
28,59,-21.562500
29,61,-20.937500
30,60,-21.250000
31,62,-20.625000
32,62,-20.625000
33,62,-20.625000
34,62,-20.625000
35,65,-19.687500
36,65,-19.687500
37,67,-19.062500
38,67,-19.062500
39,69,-18.437500
40,69,-18.437500
41,73,-17.187500
42,73,-17.187500
43,76,-16.250000
44,76,-16.250000
45,79,-15.312500
46,79,-15.312500
47,84,-13.750000
48,84,-13.750000
49,87,-12.812500
50,87,-12.812500
51,92,-11.250000
52,92,-11.250000
53,97,-9.687500
54,97,-9.687500
55,100,-8.750000
56,100,-8.750000
57,105,-7.187500
58,105,-7.187500
59,108,-6.250000
60,108,-6.250000
61,113,-4.687500
62,113,-4.687500
63,115,-4.062500
64,115,-4.062500
65,119,-2.812500
66,119,-2.812500
67,122,-1.875000
68,122,-1.875000
69,123,-1.562500
70,123,-1.562500
71,126,-0.625000
72,126,-0.625000
73,128,0.000000
74,127,-0.312500
75,129,0.312500
76,128,0.000000
77,129,0.312500
78,128,0.000000
79,128,0.000000
80,126,-0.625000
81,129,0.312500
82,126,-0.625000
83,127,-0.312500
84,123,-1.562500
85,126,-0.625000
86,122,-1.875000
87,123,-1.562500
88,119,-2.812500
89,122,-1.875000
90,116,-3.750000
91,119,-2.812500
92,113,-4.687500
93,116,-3.750000
94,109,-5.937500
95,113,-4.687500
96,105,-7.187500
97,109,-5.937500
98,101,-8.437500
99,105,-7.187500
100,97,-9.687500
101,101,-8.437500
102,93,-10.937500
103,97,-9.687500
104,89,-12.187500
105,93,-10.937500
106,84,-13.750000
107,89,-12.187500
108,79,-15.312500
109,84,-13.750000
110,77,-15.937500
111,79,-15.312500
112,73,-17.187500
113,77,-15.937500
114,70,-18.125000
115,73,-17.187500
116,67,-19.062500
117,70,-18.125000
118,65,-19.687500
119,67,-19.062500
120,62,-20.625000
121,65,-19.687500
122,61,-20.937500
123,62,-20.625000
124,61,-20.937500
125,62,-20.625000
126,60,-21.250000
127,61,-20.937500
128,60,-21.250000
129,61,-20.937500
130,60,-21.250000
131,61,-20.937500
132,61,-20.937500
133,63,-20.312500
134,62,-20.625000
135,65,-19.687500
136,64,-20.000000
137,66,-19.375000
138,66,-19.375000
139,69,-18.437500
140,69,-18.437500
141,73,-17.187500
