sample_idx,raw,ch1_volts
0,96,-2.000000
1,96,-2.000000
2,92,-2.250000
3,97,-1.937500
4,88,-2.500000
5,92,-2.250000
6,84,-2.750000
7,88,-2.500000
8,80,-3.000000
9,84,-2.750000
10,76,-3.250000
11,80,-3.000000
12,73,-3.437500
13,77,-3.187500
14,70,-3.625000
15,73,-3.437500
16,66,-3.875000
17,70,-3.625000
18,65,-3.937500
19,66,-3.875000
20,62,-4.125000
21,65,-3.937500
22,61,-4.187500
23,62,-4.125000
24,60,-4.250000
25,61,-4.187500
26,60,-4.250000
27,60,-4.250000
28,59,-4.312500
29,61,-4.187500
30,60,-4.250000
31,61,-4.187500
32,61,-4.187500
33,63,-4.062500
34,62,-4.125000
35,64,-4.000000
36,64,-4.000000
37,66,-3.875000
38,66,-3.875000
39,69,-3.687500
40,69,-3.687500
41,73,-3.437500
42,73,-3.437500
43,75,-3.312500
44,75,-3.312500
45,79,-3.062500
46,79,-3.062500
47,83,-2.812500
48,83,-2.812500
49,87,-2.562500
50,87,-2.562500
51,91,-2.312500
52,91,-2.312500
53,97,-1.937500
54,97,-1.937500
55,100,-1.750000
56,100,-1.750000
57,104,-1.500000
58,104,-1.500000
59,108,-1.250000
60,108,-1.250000
61,112,-1.000000
62,112,-1.000000
63,115,-0.812500
64,115,-0.812500
65,119,-0.562500
66,118,-0.625000
67,121,-0.437500
68,121,-0.437500
69,123,-0.312500
70,123,-0.312500
71,125,-0.187500
72,125,-0.187500
73,126,-0.125000
74,126,-0.125000
75,128,0.000000
76,128,0.000000
77,128,0.000000
78,128,0.000000
79,128,0.000000
80,127,-0.062500
81,128,0.000000
82,125,-0.187500
83,127,-0.062500
84,124,-0.250000
85,125,-0.187500
86,121,-0.437500
87,124,-0.250000
88,118,-0.625000
89,121,-0.437500
90,116,-0.750000
91,118,-0.625000
92,113,-0.937500
93,116,-0.750000
94,109,-1.187500
95,113,-0.937500
96,105,-1.437500
97,109,-1.187500
98,101,-1.687500
99,105,-1.437500
100,96,-2.000000
101,101,-1.687500
102,92,-2.250000
103,96,-2.000000
104,88,-2.500000
105,92,-2.250000
106,83,-2.812500
107,88,-2.500000
108,80,-3.000000
109,83,-2.812500
110,76,-3.250000
111,80,-3.000000
112,72,-3.500000
113,76,-3.250000
114,70,-3.625000
115,72,-3.500000
116,66,-3.875000
117,70,-3.625000
118,65,-3.937500
119,66,-3.875000
120,62,-4.125000
121,65,-3.937500
122,61,-4.187500
123,62,-4.125000
124,59,-4.312500
125,61,-4.187500
126,59,-4.312500
127,61,-4.187500
128,60,-4.250000
129,61,-4.187500
130,60,-4.250000
131,61,-4.187500
132,61,-4.187500
133,62,-4.125000
134,62,-4.125000
135,64,-4.000000
136,64,-4.000000
137,66,-3.875000
138,66,-3.875000
139,69,-3.687500
140,69,-3.687500
141,73,-3.437500
142,73,-3.437500
143,75,-3.312500
144,75,-3.312500
145,79,-3.062500
146,79,-3.062500
147,83,-2.812500
148,83,-2.812500
149,87,-2.562500
150,87,-2.562500
151,92,-2.250000
152,92,-2.250000
153,96,-2.000000
154,96,-2.000000
155,100,-1.750000
156,100,-1.750000
157,104,-1.500000
158,104,-1.500000
159,108,-1.250000
160,108,-1.250000
161,112,-1.000000
162,112,-1.000000
163,115,-0.812500
164,115,-0.812500
165,118,-0.625000
166,118,-0.625000
167,121,-0.437500
168,121,-0.437500
169,124,-0.250000
170,123,-0.312500
171,125,-0.187500
172,125,-0.187500
173,127,-0.062500
174,126,-0.125000
175,128,0.000000
176,127,-0.062500
177,128,0.000000
178,127,-0.062500
179,128,0.000000
180,126,-0.125000
181,128,0.000000
182,126,-0.125000
183,127,-0.062500
184,124,-0.250000
185,126,-0.125000
186,121,-0.437500
187,124,-0.250000
188,119,-0.562500
189,121,-0.437500
190,115,-0.812500
191,119,-0.562500
192,113,-0.937500
193,115,-0.812500
194,109,-1.187500
195,113,-0.937500
196,105,-1.437500
197,109,-1.187500
198,101,-1.687500
199,105,-1.437500
200,96,-2.000000
201,101,-1.687500
202,92,-2.250000
203,96,-2.000000
204,88,-2.500000
205,92,-2.250000
206,84,-2.750000
207,88,-2.500000
208,79,-3.062500
209,84,-2.750000
210,76,-3.250000
211,79,-3.062500
212,73,-3.437500
213,76,-3.250000
214,69,-3.687500
215,73,-3.437500
216,67,-3.812500
217,69,-3.687500
218,64,-4.000000
219,67,-3.812500
220,62,-4.125000
221,64,-4.000000
222,61,-4.187500
223,62,-4.125000
224,60,-4.250000
225,61,-4.187500
226,60,-4.250000
227,61,-4.187500
228,60,-4.250000
229,60,-4.250000
230,60,-4.250000
231,61,-4.187500
232,61,-4.187500
233,62,-4.125000
234,62,-4.125000
235,64,-4.000000
236,64,-4.000000
237,66,-3.875000
238,66,-3.875000
239,70,-3.625000
240,69,-3.687500
241,72,-3.500000
242,72,-3.500000
243,76,-3.250000
244,76,-3.250000
245,79,-3.062500
246,79,-3.062500
247,83,-2.812500
248,83,-2.812500
249,87,-2.562500
250,87,-2.562500
251,92,-2.250000
252,92,-2.250000
253,95,-2.062500
