sample_idx,raw,ch1_volts
0,96,-2.000000
1,96,-2.000000
2,94,-2.125000
3,98,-1.875000
4,91,-2.312500
5,94,-2.125000
6,88,-2.500000
7,91,-2.312500
8,85,-2.687500
9,88,-2.500000
10,82,-2.875000
11,85,-2.687500
12,80,-3.000000
13,82,-2.875000
14,77,-3.187500
15,80,-3.000000
16,74,-3.375000
17,77,-3.187500
18,71,-3.562500
19,74,-3.375000
20,67,-3.812500
21,71,-3.562500
22,66,-3.875000
23,68,-3.750000
24,62,-4.125000
25,66,-3.875000
26,60,-4.250000
27,62,-4.125000
28,57,-4.437500
29,60,-4.250000
30,55,-4.562500
31,57,-4.437500
32,52,-4.750000
33,55,-4.562500
34,49,-4.937500
35,52,-4.750000
36,46,-5.125000
37,49,-4.937500
38,45,-5.187500
39,54,-4.625000
40,54,-4.625000
41,65,-3.937500
42,65,-3.937500
43,73,-3.437500
44,73,-3.437500
45,80,-3.000000
46,80,-3.000000
47,85,-2.687500
48,85,-2.687500
49,89,-2.437500
50,89,-2.437500
51,93,-2.187500
52,93,-2.187500
53,96,-2.000000
54,96,-2.000000
55,99,-1.812500
56,99,-1.812500
57,101,-1.687500
58,101,-1.687500
59,105,-1.437500
60,105,-1.437500
61,107,-1.312500
62,107,-1.312500
63,111,-1.062500
64,111,-1.062500
65,113,-0.937500
66,113,-0.937500
67,116,-0.750000
68,116,-0.750000
69,119,-0.562500
70,119,-0.562500
71,121,-0.437500
72,121,-0.437500
73,125,-0.187500
74,125,-0.187500
75,127,-0.062500
76,127,-0.062500
77,130,0.125000
78,130,0.125000
79,133,0.312500
80,133,0.312500
81,135,0.437500
82,134,0.375000
83,138,0.625000
84,138,0.625000
85,141,0.812500
86,141,0.812500
87,143,0.937500
88,135,0.437500
89,144,1.000000
90,125,-0.187500
91,135,0.437500
92,117,-0.687500
93,125,-0.187500
94,110,-1.125000
95,117,-0.687500
96,106,-1.375000
97,110,-1.125000
98,101,-1.687500
99,106,-1.375000
100,98,-1.875000
101,101,-1.687500
102,94,-2.125000
103,98,-1.875000
104,90,-2.375000
105,94,-2.125000
106,88,-2.500000
107,90,-2.375000
108,85,-2.687500
109,88,-2.500000
110,82,-2.875000
111,85,-2.687500
112,79,-3.062500
113,82,-2.875000
114,77,-3.187500
115,79,-3.062500
116,74,-3.375000
117,77,-3.187500
118,70,-3.625000
119,74,-3.375000
120,68,-3.750000
121,70,-3.625000
122,66,-3.875000
123,69,-3.687500
124,62,-4.125000
125,66,-3.875000
126,59,-4.312500
127,62,-4.125000
128,57,-4.437500
129,59,-4.312500
130,54,-4.625000
131,57,-4.437500
132,52,-4.750000
133,55,-4.562500
134,49,-4.937500
135,52,-4.750000
136,47,-5.062500
137,49,-4.937500
138,46,-5.125000
139,53,-4.687500
140,53,-4.687500
141,65,-3.937500
142,65,-3.937500
143,74,-3.375000
144,74,-3.375000
145,79,-3.062500
146,79,-3.062500
147,85,-2.687500
148,85,-2.687500
149,89,-2.437500
150,89,-2.437500
151,92,-2.250000
152,92,-2.250000
153,96,-2.000000
154,96,-2.000000
155,99,-1.812500
156,99,-1.812500
157,102,-1.625000
158,102,-1.625000
159,105,-1.437500
160,105,-1.437500
161,108,-1.250000
162,108,-1.250000
163,110,-1.125000
164,110,-1.125000
165,114,-0.875000
166,114,-0.875000
167,116,-0.750000
168,116,-0.750000
169,119,-0.562500
170,119,-0.562500
171,121,-0.437500
172,121,-0.437500
173,125,-0.187500
174,125,-0.187500
175,127,-0.062500
176,127,-0.062500
177,130,0.125000
178,130,0.125000
179,133,0.312500
180,133,0.312500
181,135,0.437500
182,135,0.437500
183,138,0.625000
184,138,0.625000
185,141,0.812500
186,141,0.812500
187,143,0.937500
188,134,0.375000
189,144,1.000000
190,125,-0.187500
191,134,0.375000
192,117,-0.687500
193,125,-0.187500
194,110,-1.125000
195,117,-0.687500
196,105,-1.437500
197,110,-1.125000
198,101,-1.687500
199,105,-1.437500
200,98,-1.875000
201,101,-1.687500
202,94,-2.125000
203,98,-1.875000
204,91,-2.312500
205,94,-2.125000
206,87,-2.562500
207,91,-2.312500
208,85,-2.687500
209,87,-2.562500
210,82,-2.875000
211,85,-2.687500
212,79,-3.062500
213,83,-2.812500
214,77,-3.187500
215,79,-3.062500
216,74,-3.375000
217,77,-3.187500
218,71,-3.562500
219,74,-3.375000
220,68,-3.750000
221,71,-3.562500
222,66,-3.875000
223,68,-3.750000
224,62,-4.125000
225,66,-3.875000
226,59,-4.312500
227,62,-4.125000
228,57,-4.437500
229,59,-4.312500
230,55,-4.562500
231,57,-4.437500
232,53,-4.687500
233,55,-4.562500
234,49,-4.937500
235,53,-4.687500
236,47,-5.062500
237,49,-4.937500
238,46,-5.125000
239,54,-4.625000
240,54,-4.625000
241,65,-3.937500
242,65,-3.937500
243,73,-3.437500
244,73,-3.437500
245,79,-3.062500
246,79,-3.062500
247,85,-2.687500
248,85,-2.687500
249,89,-2.437500
250,89,-2.437500
251,93,-2.187500
252,93,-2.187500
253,96,-2.000000
254,96,-2.000000
255,99,-1.812500
