sample_idx,raw,ch1_volts
0,150,0.687500
1,150,0.687500
2,37,-2.843750
3,150,0.687500
4,36,-2.875000
5,37,-2.843750
6,35,-2.906250
7,36,-2.875000
8,35,-2.906250
9,36,-2.875000
10,35,-2.906250
11,36,-2.875000
12,35,-2.906250
13,36,-2.875000
14,35,-2.906250
15,36,-2.875000
16,35,-2.906250
17,36,-2.875000
18,35,-2.906250
19,36,-2.875000
20,35,-2.906250
21,37,-2.843750
22,35,-2.906250
23,36,-2.875000
24,35,-2.906250
25,36,-2.875000
26,35,-2.906250
27,36,-2.875000
28,35,-2.906250
29,36,-2.875000
30,36,-2.875000
31,36,-2.875000
32,35,-2.906250
33,36,-2.875000
34,35,-2.906250
35,36,-2.875000
36,35,-2.906250
37,37,-2.843750
38,35,-2.906250
39,36,-2.875000
40,35,-2.906250
41,36,-2.875000
42,36,-2.875000
43,36,-2.875000
44,35,-2.906250
45,36,-2.875000
46,35,-2.906250
47,36,-2.875000
48,35,-2.906250
49,36,-2.875000
50,36,-2.875000
51,36,-2.875000
52,36,-2.875000
53,147,0.593750
54,147,0.593750
55,151,0.718750
56,150,0.687500
57,151,0.718750
58,150,0.687500
59,151,0.718750
60,151,0.718750
61,151,0.718750
62,150,0.687500
63,151,0.718750
64,149,0.656250
65,151,0.718750
66,150,0.687500
67,151,0.718750
68,150,0.687500
69,151,0.718750
70,149,0.656250
71,150,0.687500
72,150,0.687500
73,151,0.718750
74,150,0.687500
75,151,0.718750
76,150,0.687500
77,151,0.718750
78,150,0.687500
79,151,0.718750
80,150,0.687500
81,151,0.718750
82,150,0.687500
83,150,0.687500
84,150,0.687500
85,151,0.718750
86,150,0.687500
87,151,0.718750
88,150,0.687500
89,151,0.718750
90,150,0.687500
91,150,0.687500
92,150,0.687500
93,150,0.687500
94,150,0.687500
95,150,0.687500
96,150,0.687500
97,151,0.718750
98,150,0.687500
99,151,0.718750
100,150,0.687500
101,151,0.718750
102,37,-2.843750
103,151,0.718750
104,35,-2.906250
105,37,-2.843750
106,35,-2.906250
107,36,-2.875000
108,35,-2.906250
109,36,-2.875000
110,35,-2.906250
111,36,-2.875000
112,35,-2.906250
113,36,-2.875000
114,35,-2.906250
115,36,-2.875000
116,35,-2.906250
117,36,-2.875000
118,35,-2.906250
119,36,-2.875000
120,35,-2.906250
121,37,-2.843750
122,35,-2.906250
123,37,-2.843750
124,36,-2.875000
125,36,-2.875000
126,36,-2.875000
127,36,-2.875000
128,35,-2.906250
129,36,-2.875000
130,35,-2.906250
131,36,-2.875000
132,35,-2.906250
133,36,-2.875000
134,35,-2.906250
135,36,-2.875000
136,35,-2.906250
137,36,-2.875000
138,35,-2.906250
139,36,-2.875000
140,35,-2.906250
141,36,-2.875000
142,35,-2.906250
143,36,-2.875000
144,36,-2.875000
145,36,-2.875000
146,36,-2.875000
147,36,-2.875000
148,36,-2.875000
149,36,-2.875000
150,35,-2.906250
151,36,-2.875000
152,36,-2.875000
153,148,0.625000
154,148,0.625000
155,150,0.687500
156,150,0.687500
157,151,0.718750
158,150,0.687500
159,151,0.718750
160,150,0.687500
161,151,0.718750
162,150,0.687500
163,151,0.718750
164,149,0.656250
165,151,0.718750
166,150,0.687500
167,151,0.718750
168,150,0.687500
169,150,0.687500
170,150,0.687500
171,150,0.687500
172,150,0.687500
173,151,0.718750
174,150,0.687500
175,151,0.718750
176,150,0.687500
177,151,0.718750
178,150,0.687500
179,151,0.718750
180,150,0.687500
181,151,0.718750
182,150,0.687500
183,151,0.718750
184,149,0.656250
185,151,0.718750
186,150,0.687500
187,151,0.718750
188,150,0.687500
189,151,0.718750
190,150,0.687500
191,151,0.718750
192,149,0.656250
193,150,0.687500
194,149,0.656250
195,151,0.718750
196,149,0.656250
197,150,0.687500
198,150,0.687500
199,151,0.718750
200,150,0.687500
201,151,0.718750
202,37,-2.843750
203,150,0.687500
204,34,-2.937500
205,37,-2.843750
206,34,-2.937500
207,36,-2.875000
208,35,-2.906250
209,35,-2.906250
210,35,-2.906250
211,36,-2.875000
212,35,-2.906250
213,35,-2.906250
214,35,-2.906250
215,36,-2.875000
216,36,-2.875000
217,36,-2.875000
218,35,-2.906250
219,36,-2.875000
220,35,-2.906250
221,36,-2.875000
222,35,-2.906250
223,36,-2.875000
224,35,-2.906250
225,36,-2.875000
226,35,-2.906250
227,36,-2.875000
228,36,-2.875000
229,36,-2.875000
230,35,-2.906250
231,36,-2.875000
232,35,-2.906250
233,36,-2.875000
234,35,-2.906250
235,36,-2.875000
236,36,-2.875000
237,36,-2.875000
238,35,-2.906250
239,36,-2.875000
240,36,-2.875000
241,36,-2.875000
242,35,-2.906250
243,36,-2.875000
244,35,-2.906250
245,36,-2.875000
246,35,-2.906250
247,36,-2.875000
248,36,-2.875000
249,36,-2.875000
250,36,-2.875000
251,36,-2.875000
252,36,-2.875000
253,148,0.625000
254,148,0.625000
255,150,0.687500
256,150,0.687500
257,151,0.718750
258,151,0.718750
259,152,0.750000
260,150,0.687500
261,151,0.718750
262,150,0.687500
263,151,0.718750
264,150,0.687500
265,151,0.718750
266,150,0.687500
267,151,0.718750
268,149,0.656250
269,151,0.718750
270,149,0.656250
271,151,0.718750
272,150,0.687500
273,151,0.718750
274,150,0.687500
275,151,0.718750
276,150,0.687500
277,151,0.718750
278,150,0.687500
279,151,0.718750
280,150,0.687500
281,151,0.718750
282,150,0.687500
283,151,0.718750
284,150,0.687500
285,151,0.718750
286,150,0.687500
287,151,0.718750
288,150,0.687500
289,151,0.718750
290,150,0.687500
291,151,0.718750
292,150,0.687500
293,151,0.718750
294,150,0.687500
295,151,0.718750
296,149,0.656250
297,151,0.718750
298,149,0.656250
299,151,0.718750
300,150,0.687500
301,151,0.718750
302,39,-2.781250
303,151,0.718750
304,36,-2.875000
305,39,-2.781250
306,35,-2.906250
307,36,-2.875000
308,35,-2.906250
309,35,-2.906250
310,35,-2.906250
311,36,-2.875000
312,35,-2.906250
313,36,-2.875000
314,35,-2.906250
315,36,-2.875000
316,35,-2.906250
317,36,-2.875000
318,35,-2.906250
319,36,-2.875000
320,34,-2.937500
321,37,-2.843750
322,35,-2.906250
323,37,-2.843750
324,35,-2.906250
325,36,-2.875000
326,35,-2.906250
327,36,-2.875000
328,35,-2.906250
329,36,-2.875000
330,36,-2.875000
331,36,-2.875000
332,36,-2.875000
333,36,-2.875000
334,36,-2.875000
335,36,-2.875000
336,35,-2.906250
337,36,-2.875000
338,34,-2.937500
339,36,-2.875000
340,36,-2.875000
341,36,-2.875000
342,35,-2.906250
343,36,-2.875000
344,36,-2.875000
345,36,-2.875000
346,35,-2.906250
347,36,-2.875000
348,35,-2.906250
349,36,-2.875000
350,36,-2.875000
351,36,-2.875000
352,36,-2.875000
353,148,0.625000
354,148,0.625000
355,151,0.718750
356,150,0.687500
357,152,0.750000
358,150,0.687500
359,151,0.718750
360,150,0.687500
361,151,0.718750
362,150,0.687500
363,151,0.718750
364,150,0.687500
365,151,0.718750
366,150,0.687500
367,151,0.718750
368,150,0.687500
369,151,0.718750
370,150,0.687500
371,151,0.718750
372,150,0.687500
373,150,0.687500
374,150,0.687500
375,151,0.718750
376,150,0.687500
377,151,0.718750
378,150,0.687500
379,151,0.718750
380,150,0.687500
381,151,0.718750
382,150,0.687500
383,151,0.718750
384,150,0.687500
385,152,0.750000
386,150,0.687500
387,151,0.718750
388,150,0.687500
389,152,0.750000
390,150,0.687500
391,151,0.718750
392,150,0.687500
393,151,0.718750
394,149,0.656250
395,151,0.718750
396,149,0.656250
397,151,0.718750
398,149,0.656250
399,151,0.718750
400,150,0.687500
401,151,0.718750
402,39,-2.781250
403,150,0.687500
404,35,-2.906250
405,40,-2.750000
406,35,-2.906250
407,36,-2.875000
408,35,-2.906250
409,36,-2.875000
410,35,-2.906250
411,36,-2.875000
412,35,-2.906250
413,36,-2.875000
414,35,-2.906250
415,36,-2.875000
416,35,-2.906250
417,36,-2.875000
418,35,-2.906250
419,36,-2.875000
