sample_idx,raw_ch1,ch1_volts,raw_ch2,ch2_volts
0,93,0.029185,128,2.073721
1,93,0.029185,126,1.948721
2,93,0.029185,128,2.073721
3,93,0.029185,124,1.823721
4,93,0.029185,126,1.948721
5,93,0.029185,122,1.698721
6,93,0.029185,124,1.823721
7,93,0.029185,119,1.511221
8,93,0.029185,122,1.698721
9,93,0.029185,116,1.323721
10,93,0.029185,119,1.511221
11,94,0.091685,112,1.073721
12,93,0.029185,116,1.323721
13,93,0.029185,109,0.886221
14,93,0.029185,112,1.073721
15,94,0.091685,104,0.573721
16,93,0.029185,109,0.886221
17,93,0.029185,99,0.261221
18,93,0.029185,104,0.573721
19,94,0.091685,96,0.073721
20,93,0.029185,99,0.261221
21,93,0.029185,92,-0.176279
22,93,0.029185,96,0.073721
23,93,0.029185,87,-0.488779
24,93,0.029185,92,-0.176279
25,93,0.029185,83,-0.738779
26,93,0.029185,87,-0.488779
27,93,0.029185,78,-1.051279
28,93,0.029185,83,-0.738779
29,93,0.029185,75,-1.238779
30,93,0.029185,78,-1.051279
31,93,0.029185,72,-1.426279
32,93,0.029185,75,-1.238779
33,94,0.091685,69,-1.613779
34,93,0.029185,72,-1.426279
35,93,0.029185,66,-1.801279
36,93,0.029185,69,-1.613779
37,93,0.029185,63,-1.988779
38,93,0.029185,66,-1.801279
39,93,0.029185,62,-2.051279
40,93,0.029185,64,-1.926279
41,93,0.029185,61,-2.113779
42,93,0.029185,62,-2.051279
43,93,0.029185,60,-2.176279
44,93,0.029185,61,-2.113779
45,93,0.029185,59,-2.238779
46,93,0.029185,60,-2.176279
47,93,0.029185,60,-2.176279
48,93,0.029185,60,-2.176279
49,93,0.029185,60,-2.176279
50,93,0.029185,61,-2.113779
51,94,0.091685,60,-2.176279
52,93,0.029185,62,-2.051279
53,93,0.029185,62,-2.051279
54,93,0.029185,64,-1.926279
55,93,0.029185,64,-1.926279
56,93,0.029185,66,-1.801279
57,93,0.029185,66,-1.801279
58,93,0.029185,70,-1.551279
59,93,0.029185,70,-1.551279
60,93,0.029185,72,-1.426279
61,94,0.091685,72,-1.426279
62,93,0.029185,76,-1.176279
63,94,0.091685,76,-1.176279
64,93,0.029185,80,-0.926279
65,93,0.029185,80,-0.926279
66,93,0.029185,84,-0.676279
67,93,0.029185,84,-0.676279
68,93,0.029185,88,-0.426279
69,93,0.029185,88,-0.426279
70,93,0.029185,92,-0.176279
71,94,0.091685,92,-0.176279
72,93,0.029185,96,0.073721
73,94,0.091685,96,0.073721
74,92,-0.033315,101,0.386221
75,93,0.029185,101,0.386221
76,93,0.029185,105,0.636221
77,93,0.029185,105,0.636221
78,92,-0.033315,109,0.886221
79,93,0.029185,109,0.886221
80,93,0.029185,113,1.136221
81,94,0.091685,113,1.136221
82,93,0.029185,116,1.323721
83,94,0.091685,116,1.323721
84,93,0.029185,120,1.573721
85,93,0.029185,120,1.573721
86,93,0.029185,122,1.698721
87,93,0.029185,122,1.698721
88,93,0.029185,124,1.823721
89,93,0.029185,124,1.823721
90,93,0.029185,126,1.948721
91,93,0.029185,126,1.948721
92,93,0.029185,128,2.073721
93,94,0.091685,128,2.073721
94,92,-0.033315,129,2.136221
95,93,0.029185,128,2.073721
96,93,0.029185,129,2.136221
97,93,0.029185,128,2.073721
98,93,0.029185,129,2.136221
99,93,0.029185,127,2.011221
100,93,0.029185,128,2.073721
101,94,0.091685,126,1.948721
102,93,0.029185,128,2.073721
103,93,0.029185,124,1.823721
104,93,0.029185,126,1.948721
105,93,0.029185,122,1.698721
106,93,0.029185,124,1.823721
107,93,0.029185,119,1.511221
108,93,0.029185,122,1.698721
109,93,0.029185,115,1.261221
110,93,0.029185,119,1.511221
111,93,0.029185,112,1.073721
112,93,0.029185,115,1.261221
113,93,0.029185,108,0.823721
114,92,-0.033315,112,1.073721
115,93,0.029185,104,0.573721
116,93,0.029185,108,0.823721
117,93,0.029185,100,0.323721
118,93,0.029185,104,0.573721
119,93,0.029185,96,0.073721
120,93,0.029185,100,0.323721
121,93,0.029185,92,-0.176279
122,93,0.029185,96,0.073721
123,94,0.091685,87,-0.488779
124,93,0.029185,92,-0.176279
125,93,0.029185,83,-0.738779
126,93,0.029185,87,-0.488779
127,93,0.029185,79,-0.988779
128,93,0.029185,83,-0.738779
129,93,0.029185,75,-1.238779
130,92,-0.033315,79,-0.988779
131,93,0.029185,72,-1.426279
132,93,0.029185,75,-1.238779
133,93,0.029185,68,-1.676279
134,93,0.029185,72,-1.426279
135,93,0.029185,65,-1.863779
136,93,0.029185,68,-1.676279
137,93,0.029185,64,-1.926279
138,93,0.029185,65,-1.863779
139,93,0.029185,62,-2.051279
140,93,0.029185,64,-1.926279
141,93,0.029185,60,-2.176279
142,93,0.029185,62,-2.051279
143,93,0.029185,60,-2.176279
144,93,0.029185,61,-2.113779
145,93,0.029185,59,-2.238779
146,93,0.029185,60,-2.176279
147,93,0.029185,59,-2.238779
148,93,0.029185,60,-2.176279
149,93,0.029185,60,-2.176279
150,93,0.029185,60,-2.176279
151,94,0.091685,60,-2.176279
152,93,0.029185,62,-2.051279
153,94,0.091685,62,-2.051279
154,93,0.029185,64,-1.926279
155,93,0.029185,64,-1.926279
156,92,-0.033315,66,-1.801279
157,93,0.029185,66,-1.801279
158,93,0.029185,69,-1.613779
159,93,0.029185,69,-1.613779
160,93,0.029185,72,-1.426279
161,93,0.029185,72,-1.426279
162,93,0.029185,76,-1.176279
163,94,0.091685,76,-1.176279
164,93,0.029185,80,-0.926279
165,93,0.029185,80,-0.926279
166,93,0.029185,84,-0.676279
167,93,0.029185,84,-0.676279
168,93,0.029185,88,-0.426279
169,93,0.029185,88,-0.426279
170,93,0.029185,92,-0.176279
171,93,0.029185,92,-0.176279
