sample_idx,raw_ch1,ch1_volts,raw_ch2,ch2_volts
0,,,94,0.078074
1,,,94,0.078074
2,,,92,-0.046926
3,,,96,0.203074
4,,,90,-0.171926
5,,,92,-0.046926
6,,,87,-0.359426
7,,,90,-0.171926
8,,,85,-0.484426
9,,,87,-0.359426
10,,,82,-0.671926
11,,,85,-0.484426
12,,,78,-0.921926
13,,,82,-0.671926
14,,,76,-1.046926
15,,,78,-0.921926
16,,,74,-1.171926
17,,,76,-1.046926
18,,,71,-1.359426
19,,,74,-1.171926
20,,,68,-1.546926
21,,,71,-1.359426
22,,,64,-1.796926
23,,,68,-1.546926
24,,,62,-1.921926
25,,,64,-1.796926
26,,,60,-2.046926
27,,,62,-1.921926
28,,,60,-2.046926
29,,,63,-1.859426
30,,,63,-1.859426
31,,,66,-1.671926
32,,,66,-1.671926
33,,,68,-1.546926
34,,,68,-1.546926
35,,,71,-1.359426
36,,,70,-1.421926
37,,,74,-1.171926
38,,,74,-1.171926
39,,,77,-0.984426
40,,,77,-0.984426
41,,,80,-0.796926
42,,,80,-0.796926
43,,,82,-0.671926
44,,,82,-0.671926
45,,,85,-0.484426
46,,,85,-0.484426
47,,,88,-0.296926
48,,,88,-0.296926
49,,,90,-0.171926
50,,,90,-0.171926
51,,,93,0.015574
52,,,93,0.015574
53,,,95,0.140574
54,,,95,0.140574
55,,,99,0.390574
56,,,99,0.390574
57,,,101,0.515574
58,,,101,0.515574
59,,,104,0.703074
60,,,104,0.703074
61,,,107,0.890574
62,,,107,0.890574
63,,,110,1.078074
64,,,110,1.078074
65,,,112,1.203074
66,,,112,1.203074
67,,,115,1.390574
68,,,115,1.390574
69,,,118,1.578074
70,,,118,1.578074
71,,,121,1.765574
72,,,121,1.765574
73,,,124,1.953074
74,,,124,1.953074
75,,,126,2.078074
76,,,126,2.078074
77,,,129,2.265574
78,,,126,2.078074
79,,,128,2.203074
80,,,124,1.953074
81,,,126,2.078074
82,,,120,1.703074
83,,,124,1.953074
84,,,117,1.515574
85,,,120,1.703074
86,,,114,1.328074
87,,,117,1.515574
88,,,112,1.203074
89,,,114,1.328074
90,,,110,1.078074
91,,,112,1.203074
92,,,106,0.828074
93,,,110,1.078074
94,,,103,0.640574
95,,,106,0.828074
96,,,100,0.453074
97,,,103,0.640574
98,,,98,0.328074
99,,,101,0.515574
100,,,96,0.203074
101,,,98,0.328074
102,,,92,-0.046926
103,,,96,0.203074
104,,,90,-0.171926
105,,,92,-0.046926
106,,,87,-0.359426
107,,,90,-0.171926
108,,,84,-0.546926
109,,,87,-0.359426
110,,,82,-0.671926
111,,,84,-0.546926
112,,,79,-0.859426
113,,,82,-0.671926
114,,,76,-1.046926
115,,,79,-0.859426
116,,,73,-1.234426
117,,,76,-1.046926
118,,,71,-1.359426
119,,,73,-1.234426
120,,,68,-1.546926
121,,,71,-1.359426
122,,,65,-1.734426
123,,,68,-1.546926
124,,,62,-1.921926
125,,,65,-1.734426
126,,,60,-2.046926
127,,,62,-1.921926
128,,,60,-2.046926
129,,,63,-1.859426
130,,,63,-1.859426
131,,,65,-1.734426
132,,,65,-1.734426
133,,,68,-1.546926
134,,,68,-1.546926
135,,,71,-1.359426
136,,,71,-1.359426
137,,,74,-1.171926
138,,,74,-1.171926
139,,,77,-0.984426
140,,,77,-0.984426
141,,,80,-0.796926
142,,,80,-0.796926
143,,,82,-0.671926
144,,,82,-0.671926
145,,,85,-0.484426
146,,,85,-0.484426
147,,,87,-0.359426
148,,,87,-0.359426
149,,,91,-0.109426
150,,,91,-0.109426
151,,,93,0.015574
152,,,93,0.015574
153,,,96,0.203074
154,,,96,0.203074
155,,,98,0.328074
156,,,98,0.328074
157,,,101,0.515574
158,,,101,0.515574
159,,,104,0.703074
160,,,104,0.703074
161,,,107,0.890574
162,,,107,0.890574
163,,,110,1.078074
164,,,110,1.078074
165,,,112,1.203074
166,,,112,1.203074
167,,,115,1.390574
168,,,115,1.390574
169,,,118,1.578074
170,,,118,1.578074
171,,,121,1.765574
172,,,121,1.765574
173,,,123,1.890574
